Java HotSpot(TM) 64-Bit Server VM (25.161-b12) for bsd-amd64 JRE (1.8.0_161-b12), built on Dec 19 2017 16:22:20 by "java_re" with gcc 4.2.1 (Based on Apple Inc. build 5658) (LLVM build 2336.11.00)
Memory: 4k page, physical 16777216k(373544k free)

/proc/meminfo:

CommandLine flags: -XX:+HeapDumpOnOutOfMemoryError -XX:HeapDumpPath=/Users/colonelhou/Documents/company/wksp/MacOS-JAVA/src/main/java/com/java/jvm/hprof -XX:InitialHeapSize=10485760 -XX:MaxHeapSize=10485760 -XX:MaxNewSize=2097152 -XX:NewSize=2097152 -XX:+PrintGC -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:SurvivorRatio=8 -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:+UseParallelGC 
0.139: [GC (Allocation Failure) [PSYoungGen: 1024K->506K(1536K)] 1024K->530K(9728K), 0.0012948 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.290: [GC (Allocation Failure) [PSYoungGen: 1276K->440K(1536K)] 8331K->7494K(9728K), 0.0020082 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.292: [GC (Allocation Failure) [PSYoungGen: 1277K->440K(1536K)] 8332K->7495K(9728K), 0.0012955 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
1.294: [GC (Allocation Failure) [PSYoungGen: 1278K->441K(1536K)] 8333K->7495K(9728K), 0.0013334 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.296: [GC (Allocation Failure) [PSYoungGen: 1279K->441K(1536K)] 8334K->7495K(9728K), 0.0015318 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
1.297: [GC (Allocation Failure) [PSYoungGen: 1280K->441K(1536K)] 8334K->7496K(9728K), 0.0016041 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.299: [GC (Allocation Failure) [PSYoungGen: 1281K->442K(1536K)] 8335K->7496K(9728K), 0.0023153 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.302: [GC (Allocation Failure) [PSYoungGen: 1282K->442K(1536K)] 8336K->7496K(9728K), 0.0010325 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.303: [GC (Allocation Failure) [PSYoungGen: 1283K->442K(1536K)] 8337K->7497K(9728K), 0.0018866 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.305: [GC (Allocation Failure) [PSYoungGen: 1284K->443K(1536K)] 8338K->7497K(9728K), 0.0008083 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
1.306: [GC (Allocation Failure) [PSYoungGen: 1285K->443K(1536K)] 8339K->7497K(9728K), 0.0008340 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.307: [GC (Allocation Failure) [PSYoungGen: 1286K->443K(1536K)] 8340K->7498K(9728K), 0.0014825 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.309: [GC (Allocation Failure) [PSYoungGen: 1287K->443K(1536K)] 8341K->7498K(9728K), 0.0009319 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.310: [GC (Allocation Failure) [PSYoungGen: 1288K->444K(1536K)] 8342K->7498K(9728K), 0.0011841 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.312: [GC (Allocation Failure) [PSYoungGen: 1289K->444K(1536K)] 8343K->7499K(9728K), 0.0010439 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.313: [GC (Allocation Failure) [PSYoungGen: 1290K->444K(1536K)] 8344K->7499K(9728K), 0.0013639 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
1.314: [GC (Allocation Failure) [PSYoungGen: 1291K->445K(1536K)] 8345K->7499K(9728K), 0.0013719 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.316: [GC (Allocation Failure) [PSYoungGen: 1292K->445K(1536K)] 8346K->7500K(9728K), 0.0011054 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.317: [GC (Allocation Failure) [PSYoungGen: 1293K->445K(1536K)] 8347K->7707K(9728K), 0.0004522 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.318: [GC (Allocation Failure) [PSYoungGen: 1294K->446K(1536K)] 8555K->7707K(9728K), 0.0013722 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.319: [GC (Allocation Failure) [PSYoungGen: 1294K->446K(1536K)] 8556K->7707K(9728K), 0.0013570 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
1.321: [GC (Allocation Failure) [PSYoungGen: 1295K->446K(1536K)] 8557K->7708K(9728K), 0.0009337 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.322: [GC (Allocation Failure) [PSYoungGen: 1296K->447K(1536K)] 8558K->7708K(9728K), 0.0013851 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
1.324: [GC (Allocation Failure) [PSYoungGen: 1297K->447K(1536K)] 8559K->7708K(9728K), 0.0003167 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.324: [GC (Allocation Failure) [PSYoungGen: 1298K->447K(1536K)] 8560K->7709K(9728K), 0.0013341 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.325: [GC (Allocation Failure) [PSYoungGen: 1299K->448K(1536K)] 8561K->7709K(9728K), 0.0014158 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.327: [GC (Allocation Failure) [PSYoungGen: 1300K->448K(1536K)] 8562K->7709K(9728K), 0.0013768 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
1.329: [GC (Allocation Failure) [PSYoungGen: 1301K->448K(1536K)] 8563K->7710K(9728K), 0.0013614 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.330: [GC (Allocation Failure) [PSYoungGen: 1302K->449K(1536K)] 8564K->7710K(9728K), 0.0013706 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.332: [GC (Allocation Failure) [PSYoungGen: 1303K->449K(1536K)] 8565K->7710K(9728K), 0.0014134 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
1.333: [GC (Allocation Failure) [PSYoungGen: 1304K->449K(1536K)] 8565K->7711K(9728K), 0.0013861 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.335: [GC (Allocation Failure) [PSYoungGen: 1305K->450K(1536K)] 8566K->7711K(9728K), 0.0013718 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
1.336: [GC (Allocation Failure) [PSYoungGen: 1306K->450K(1536K)] 8567K->7711K(9728K), 0.0013703 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.338: [GC (Allocation Failure) [PSYoungGen: 1307K->450K(1536K)] 8568K->7712K(9728K), 0.0010323 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.339: [GC (Allocation Failure) [PSYoungGen: 1308K->451K(1536K)] 8569K->7712K(9728K), 0.0013647 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.341: [GC (Allocation Failure) [PSYoungGen: 1309K->451K(1536K)] 8570K->7712K(9728K), 0.0009198 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
1.342: [GC (Allocation Failure) [PSYoungGen: 1310K->451K(1536K)] 8571K->7713K(9728K), 0.0013799 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
1.343: [GC (Allocation Failure) [PSYoungGen: 1311K->451K(1536K)] 8572K->7713K(9728K), 0.0013683 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.345: [GC (Allocation Failure) [PSYoungGen: 1312K->452K(1536K)] 8573K->7713K(9728K), 0.0019276 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.347: [GC (Allocation Failure) [PSYoungGen: 1313K->452K(1536K)] 8574K->7924K(9728K), 0.0009481 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.348: [GC (Allocation Failure) [PSYoungGen: 1314K->452K(1536K)] 8785K->7924K(9728K), 0.0010939 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
1.350: [GC (Allocation Failure) [PSYoungGen: 1315K->453K(1536K)] 8786K->7924K(9728K), 0.0007355 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.350: [GC (Allocation Failure) [PSYoungGen: 1316K->453K(1536K)] 8787K->7925K(9728K), 0.0013807 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.352: [GC (Allocation Failure) [PSYoungGen: 1317K->453K(1536K)] 8788K->7925K(9728K), 0.0008638 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
1.353: [GC (Allocation Failure) [PSYoungGen: 1318K->454K(1536K)] 8789K->7925K(9728K), 0.0013834 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.355: [GC (Allocation Failure) [PSYoungGen: 1319K->454K(1536K)] 8790K->7926K(9728K), 0.0010039 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.356: [GC (Allocation Failure) [PSYoungGen: 1319K->454K(1536K)] 8791K->7926K(9728K), 0.0010720 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
1.357: [GC (Allocation Failure) [PSYoungGen: 1320K->455K(1536K)] 8792K->7926K(9728K), 0.0008701 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.358: [GC (Allocation Failure) [PSYoungGen: 1321K->455K(1536K)] 8793K->7927K(9728K), 0.0010955 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.360: [GC (Allocation Failure) [PSYoungGen: 1322K->455K(1536K)] 8794K->7927K(9728K), 0.0013992 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.361: [GC (Allocation Failure) [PSYoungGen: 1323K->456K(1536K)] 8795K->7927K(9728K), 0.0015564 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.363: [GC (Allocation Failure) [PSYoungGen: 1324K->456K(1536K)] 8796K->7928K(9728K), 0.0009202 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
1.364: [GC (Allocation Failure) [PSYoungGen: 1325K->456K(1536K)] 8797K->7928K(9728K), 0.0015695 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.366: [GC (Allocation Failure) [PSYoungGen: 1326K->457K(1536K)] 8798K->7928K(9728K), 0.0015798 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.368: [GC (Allocation Failure) [PSYoungGen: 1327K->457K(1536K)] 8799K->7929K(9728K), 0.0016970 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.370: [GC (Allocation Failure) [PSYoungGen: 1328K->457K(1536K)] 8800K->7929K(9728K), 0.0009326 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.371: [GC (Allocation Failure) [PSYoungGen: 1329K->458K(1536K)] 8801K->7929K(9728K), 0.0009068 secs] [Times: user=0.00 sys=0.01, real=0.00 secs] 
1.372: [GC (Allocation Failure) [PSYoungGen: 1330K->458K(1536K)] 8802K->7930K(9728K), 0.0017764 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
1.374: [GC (Allocation Failure) [PSYoungGen: 1331K->458K(1536K)] 8803K->8143K(9728K), 0.0005748 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.375: [GC (Allocation Failure) [PSYoungGen: 1332K->459K(1536K)] 9017K->8144K(9728K), 0.0012888 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.376: [GC (Allocation Failure) [PSYoungGen: 1333K->459K(1536K)] 9018K->8144K(9728K), 0.0013804 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.378: [GC (Allocation Failure) [PSYoungGen: 1334K->459K(1536K)] 9019K->8144K(9728K), 0.0008639 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.379: [GC (Allocation Failure) [PSYoungGen: 1335K->460K(1536K)] 9020K->8145K(9728K), 0.0014019 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
1.380: [GC (Allocation Failure) [PSYoungGen: 1336K->460K(1536K)] 9021K->8145K(9728K), 0.0013887 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.382: [GC (Allocation Failure) [PSYoungGen: 1337K->460K(1536K)] 9022K->8145K(9728K), 0.0015807 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
1.384: [GC (Allocation Failure) [PSYoungGen: 1338K->460K(1536K)] 9023K->8146K(9728K), 0.0009741 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.385: [GC (Allocation Failure) [PSYoungGen: 1339K->461K(1536K)] 9024K->8146K(9728K), 0.0013991 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
1.387: [GC (Allocation Failure) [PSYoungGen: 1340K->461K(1536K)] 9025K->8146K(9728K), 0.0004583 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.387: [GC (Allocation Failure) [PSYoungGen: 1341K->461K(1536K)] 9026K->8146K(9728K), 0.0021807 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.390: [GC (Allocation Failure) [PSYoungGen: 1342K->462K(1536K)] 9027K->8147K(9728K), 0.0040546 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
1.395: [GC (Allocation Failure) [PSYoungGen: 1343K->462K(1536K)] 9028K->8147K(9728K), 0.0009278 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.397: [GC (Allocation Failure) [PSYoungGen: 1344K->462K(1536K)] 9029K->8147K(9728K), 0.0016149 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.398: [GC (Allocation Failure) [PSYoungGen: 1344K->463K(1536K)] 9030K->8148K(9728K), 0.0009029 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
1.400: [GC (Allocation Failure) [PSYoungGen: 1345K->463K(1536K)] 9030K->8148K(9728K), 0.0036807 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
1.403: [GC (Allocation Failure) [PSYoungGen: 1346K->463K(1536K)] 9031K->8148K(9728K), 0.0009466 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.405: [GC (Allocation Failure) [PSYoungGen: 1347K->464K(1536K)] 9032K->8149K(9728K), 0.0011814 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.406: [GC (Allocation Failure) [PSYoungGen: 1348K->464K(1536K)] 9033K->8149K(9728K), 0.0013853 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.408: [GC (Allocation Failure) [PSYoungGen: 1349K->464K(1536K)] 9034K->8149K(9728K), 0.0012712 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
1.409: [GC (Allocation Failure) [PSYoungGen: 1350K->465K(1536K)] 9035K->8150K(9728K), 0.0013749 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.411: [GC (Allocation Failure) [PSYoungGen: 1351K->465K(1536K)] 9036K->8150K(9728K), 0.0012741 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.412: [GC (Allocation Failure) [PSYoungGen: 1352K->465K(1536K)] 9037K->8150K(9728K), 0.0008418 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
1.413: [GC (Allocation Failure) [PSYoungGen: 1353K->466K(1536K)] 9038K->8151K(9728K), 0.0015298 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.415: [GC (Allocation Failure) [PSYoungGen: 1354K->466K(1536K)] 9039K->8151K(9728K), 0.0019191 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
1.417: [GC (Allocation Failure) [PSYoungGen: 1355K->466K(1536K)] 9040K->8151K(9728K), 0.0018951 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.419: [GC (Allocation Failure) [PSYoungGen: 1356K->467K(1536K)] 9041K->8152K(9728K), 0.0013881 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.421: [GC (Allocation Failure) [PSYoungGen: 1357K->467K(1536K)] 9042K->8370K(9728K), 0.0008356 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.422: [Full GC (Ergonomics) [PSYoungGen: 467K->0K(1536K)] [ParOldGen: 7902K->1951K(8192K)] 8370K->1951K(9728K), [Metaspace: 3323K->3323K(1056768K)], 0.0069379 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
1.429: [GC (Allocation Failure) [PSYoungGen: 911K->467K(1536K)] 2863K->2854K(9728K), 0.0021533 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.432: [GC (Allocation Failure) [PSYoungGen: 1359K->468K(1536K)] 3746K->2854K(9728K), 0.0014678 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
1.433: [GC (Allocation Failure) [PSYoungGen: 1360K->468K(1536K)] 3747K->2855K(9728K), 0.0013347 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.435: [GC (Allocation Failure) [PSYoungGen: 1361K->468K(1536K)] 3748K->2855K(9728K), 0.0013929 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
1.438: [GC (Allocation Failure) [PSYoungGen: 1364K->468K(1536K)] 3751K->2863K(9728K), 0.0008930 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.439: [GC (Allocation Failure) [PSYoungGen: 1363K->469K(1536K)] 3758K->2872K(9728K), 0.0009614 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.440: [GC (Allocation Failure) [PSYoungGen: 1364K->469K(1536K)] 3767K->2872K(9728K), 0.0013650 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.442: [GC (Allocation Failure) [PSYoungGen: 1365K->469K(1536K)] 3768K->2872K(9728K), 0.0010041 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
1.443: [GC (Allocation Failure) [PSYoungGen: 1366K->470K(1536K)] 3768K->2873K(9728K), 0.0012277 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
1.444: [GC (Allocation Failure) [PSYoungGen: 1367K->470K(1536K)] 3769K->2873K(9728K), 0.0009878 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.445: [GC (Allocation Failure) [PSYoungGen: 1368K->470K(1536K)] 3770K->2873K(9728K), 0.0013447 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.447: [GC (Allocation Failure) [PSYoungGen: 1368K->471K(1536K)] 3771K->2874K(9728K), 0.0014038 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.448: [GC (Allocation Failure) [PSYoungGen: 1369K->471K(1536K)] 3772K->2874K(9728K), 0.0013429 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
1.450: [GC (Allocation Failure) [PSYoungGen: 1370K->471K(1536K)] 3773K->2874K(9728K), 0.0008369 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.451: [GC (Allocation Failure) [PSYoungGen: 1371K->472K(1536K)] 3774K->2875K(9728K), 0.0013654 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.452: [GC (Allocation Failure) [PSYoungGen: 1372K->472K(1536K)] 3775K->2875K(9728K), 0.0013602 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
1.454: [GC (Allocation Failure) [PSYoungGen: 1373K->472K(1536K)] 3776K->2875K(9728K), 0.0013293 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.455: [GC (Allocation Failure) [PSYoungGen: 1374K->473K(1536K)] 3777K->2876K(9728K), 0.0013364 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
1.457: [GC (Allocation Failure) [PSYoungGen: 1375K->473K(1536K)] 3778K->2876K(9728K), 0.0013492 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.458: [GC (Allocation Failure) [PSYoungGen: 1376K->473K(1536K)] 3779K->2876K(9728K), 0.0007185 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.459: [GC (Allocation Failure) [PSYoungGen: 1377K->474K(1536K)] 3780K->3098K(9728K), 0.0002956 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.460: [GC (Allocation Failure) [PSYoungGen: 1378K->474K(1536K)] 4002K->3098K(9728K), 0.0002540 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.460: [GC (Allocation Failure) [PSYoungGen: 1379K->474K(1536K)] 4003K->3320K(9728K), 0.0008285 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.461: [GC (Allocation Failure) [PSYoungGen: 1380K->475K(1536K)] 4225K->3541K(9728K), 0.0002950 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.462: [GC (Allocation Failure) [PSYoungGen: 1381K->475K(1536K)] 4448K->3763K(9728K), 0.0002921 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.462: [GC (Allocation Failure) [PSYoungGen: 1382K->475K(1536K)] 4670K->3986K(9728K), 0.0003342 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.463: [GC (Allocation Failure) [PSYoungGen: 1383K->476K(1536K)] 4893K->4208K(9728K), 0.0002864 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
1.463: [GC (Allocation Failure) [PSYoungGen: 1384K->476K(1536K)] 5116K->4208K(9728K), 0.0002572 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.463: [GC (Allocation Failure) [PSYoungGen: 1385K->476K(1536K)] 5117K->4209K(9728K), 0.0007816 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
1.464: [GC (Allocation Failure) [PSYoungGen: 1386K->476K(1536K)] 5118K->4209K(9728K), 0.0002491 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.465: [GC (Allocation Failure) [PSYoungGen: 1387K->477K(1536K)] 5119K->4432K(9728K), 0.0002812 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.465: [GC (Allocation Failure) [PSYoungGen: 1388K->477K(1536K)] 5343K->4432K(9728K), 0.0008075 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.466: [GC (Allocation Failure) [PSYoungGen: 1389K->477K(1536K)] 5344K->4655K(9728K), 0.0002769 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.467: [GC (Allocation Failure) [PSYoungGen: 1390K->478K(1536K)] 5568K->4656K(9728K), 0.0007764 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.468: [GC (Allocation Failure) [PSYoungGen: 1391K->478K(1536K)] 5569K->4656K(9728K), 0.0002620 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.468: [GC (Allocation Failure) [PSYoungGen: 1392K->478K(1536K)] 5570K->4656K(9728K), 0.0007610 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.469: [GC (Allocation Failure) [PSYoungGen: 1393K->479K(1536K)] 5571K->4657K(9728K), 0.0002548 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.469: [GC (Allocation Failure) [PSYoungGen: 1393K->479K(1536K)] 5571K->4881K(9728K), 0.0002873 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.470: [GC (Allocation Failure) [PSYoungGen: 1394K->479K(1536K)] 5796K->4881K(9728K), 0.0007550 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
1.471: [GC (Allocation Failure) [PSYoungGen: 1395K->480K(1536K)] 5797K->5106K(9728K), 0.0002766 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.471: [GC (Allocation Failure) [PSYoungGen: 1396K->480K(1536K)] 6022K->5330K(9728K), 0.0002923 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.471: [GC (Allocation Failure) [PSYoungGen: 1397K->480K(1536K)] 6247K->5330K(9728K), 0.0007583 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.472: [GC (Allocation Failure) [PSYoungGen: 1398K->481K(1536K)] 6248K->5555K(9728K), 0.0002696 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.473: [GC (Allocation Failure) [PSYoungGen: 1399K->481K(1536K)] 6474K->5556K(9728K), 0.0007560 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
1.474: [GC (Allocation Failure) [PSYoungGen: 1400K->481K(1536K)] 6475K->5781K(9728K), 0.0002863 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.474: [GC (Allocation Failure) [PSYoungGen: 1401K->482K(1536K)] 6701K->5781K(9728K), 0.0007556 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.475: [GC (Allocation Failure) [PSYoungGen: 1402K->482K(1536K)] 6702K->6007K(9728K), 0.0002929 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.475: [GC (Allocation Failure) [PSYoungGen: 1403K->482K(1536K)] 6928K->6232K(9728K), 0.0002829 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.476: [GC (Allocation Failure) [PSYoungGen: 1404K->483K(1536K)] 7154K->6458K(9728K), 0.0008258 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.477: [GC (Allocation Failure) [PSYoungGen: 1405K->483K(1536K)] 7381K->6684K(9728K), 0.0002965 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
1.477: [GC (Allocation Failure) [PSYoungGen: 1406K->483K(1536K)] 7607K->6910K(9728K), 0.0002687 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.478: [GC (Allocation Failure) [PSYoungGen: 1407K->484K(1536K)] 7834K->7137K(9728K), 0.0003456 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.478: [GC (Allocation Failure) [PSYoungGen: 1408K->484K(1536K)] 8061K->7363K(9728K), 0.0002798 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.479: [GC (Allocation Failure) [PSYoungGen: 1409K->484K(1536K)] 8288K->7590K(9728K), 0.0002672 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.479: [GC (Allocation Failure) [PSYoungGen: 1410K->484K(1536K)] 8516K->7817K(9728K), 0.0007692 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.480: [GC (Allocation Failure) [PSYoungGen: 1411K->485K(1536K)] 8743K->8044K(9728K), 0.0007685 secs] [Times: user=0.00 sys=0.01, real=0.00 secs] 
1.481: [GC (Allocation Failure) [PSYoungGen: 1412K->485K(1536K)] 8971K->8271K(9728K), 0.0007977 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.482: [Full GC (Ergonomics) [PSYoungGen: 485K->0K(1536K)] [ParOldGen: 7785K->1989K(8192K)] 8271K->1989K(9728K), [Metaspace: 3328K->3328K(1056768K)], 0.0032950 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
1.485: [GC (Allocation Failure) [PSYoungGen: 927K->485K(1536K)] 2917K->3156K(9728K), 0.0002986 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.486: [GC (Allocation Failure) [PSYoungGen: 1413K->486K(1536K)] 4084K->3837K(9728K), 0.0007976 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.487: [GC (Allocation Failure) [PSYoungGen: 1415K->486K(1536K)] 4766K->4065K(9728K), 0.0003587 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.487: [GC (Allocation Failure) [PSYoungGen: 1416K->486K(1536K)] 4994K->4065K(9728K), 0.0008084 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
1.488: [GC (Allocation Failure) [PSYoungGen: 1417K->487K(1536K)] 4995K->4293K(9728K), 0.0007809 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
1.489: [GC (Allocation Failure) [PSYoungGen: 1418K->487K(1536K)] 5224K->4521K(9728K), 0.0003243 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
